기관명,기관분류,의료기관분류,응급의료 권역,우편번호,시도,시군구,주소,dutyEmcls,dutyEmclsName,dutyName,dutyTel1,dutyTel3,hpid,phpid,rnum,위도,경도,dgidIdName,dutyEryn,dutyHano,dutyHayn,dutyTime1c,dutyTime1s,dutyTime2c,dutyTime2s,dutyTime3c,dutyTime3s,dutyTime4c,dutyTime4s,dutyTime5c,dutyTime5s,dutyTime6c,dutyTime6s,hpbdn,hperyn,hpgryn,hpnicuyn,hpopyn,hvec,hvgc,hvncc,hvoc,MKioskTy1,MKioskTy10,MKioskTy11,MKioskTy2,MKioskTy25,MKioskTy3,MKioskTy4,MKioskTy5,MKioskTy6,MKioskTy7,MKioskTy8,MKioskTy9,postCdn1,postCdn2,hpccuyn,hpcuyn,hvcc,hvccc,dutyInf,dutyMapimg,hpicuyn,hvicc,dutyTime7c,dutyTime7s,dutyTime8c,dutyTime8s
동아병원,종합병원,지역응급의료기관,광주,61656,광주,남구,광주광역시 남구 대남대로 238 (백운동),G007,지역응급의료기관,동아병원,062-650-2500,062-650-2515,A1500013,A1500013,3,35.1347601218069,126.89990593135208,"내과,마취통증의학과,산부인과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과",1,276,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,282,10,282,,6,10,112,,6,N,N,N,N,N,N,Y,N,N,N,N,Y,616,56,,,,,,,,,,,1300,0900
드림종합병원,종합병원,지역응급의료기관,대구,42474,대구,남구,대구광역시 남구 대명로 153 (대명동),G007,지역응급의료기관,드림종합병원,053-640-8800,053-640-8575,A1300034,A1300034,3,35.8396345121582,128.5743546304414,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,흉부외과",1,204,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,141,10,141,,3,5,30,,3,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,424,74,,,,,"- 대한민국 대표 소화기질환 병원
- 지역응급의료기관",대구 지하철 1호선 안지랑역 4번 출구 앞,,,,,,
메디인병원,종합병원,지역응급의료기관,경기서북,10913,경기,파주시,경기도 파주시 금릉역로 190(금촌동),G007,지역응급의료기관,메디인병원,0319431191,031-570-7912,A2100131,A2100131,2,37.75804616829998,126.7748532614,"내과,마취통증의학과,비뇨기과,산부인과,신경과,신경외과,영상의학과,외과,정형외과,진단검사의학과",1,219,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,,10,23,,0,,,,,,,,,,,,,109,13,,,,,,,,,,,,
명지성모병원,종합병원,지역응급의료기관,서울서남,7417,서울,영등포구,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",G007,지역응급의료기관,명지성모병원,1899-1475,02-829-7800,A1100024,A1100024,3,37.4938507104387,126.89925446922592,"가정의학과,내과,마취통증의학과,산부인과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정형외과,진단검사의학과",1,225,1,1730,0830,1730,0830,1800,0830,1730,0830,1730,0830,1230,0830,243,10,234,,3,8,68,,3,N,N,N,Y,N,Y,Y,N,N,N,N,N,074,17,,,,,보건복지부 지정 뇌혈관 전문병원 ( 종합병원 ),대림역 11번 출구,12,3,,,,
목포기독병원,종합병원,지역응급의료기관,전남목포,58666,전남,목포시,전라남도 목포시 백년대로 303 (상동),G007,지역응급의료기관,목포기독병원,061-280-7500,061-280-7119,A2600020,A2600020,1,34.80450726279005,126.4204245807054,"가정의학과,내과,마취통증의학과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과,흉부외과",1,357,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,357,18,340,,4,12,81,,4,N,N,Y,N,N,N,Y,N,N,Y,N,N,586,66,,,,,,,14,3,,,,
목포시의료원,종합병원,지역응급의료기관,전남목포,58701,전남,목포시,"전라남도 목포시 이로로 18 (용해동, (용해동))",G007,지역응급의료기관,목포시의료원,061-260-6500,061-260-6400,A2600022,A2600022,2,34.80395500792446,126.40538707879497,,1,299,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,299,10,259,,2,9,122,,2,N,N,N,N,N,N,N,N,N,N,N,N,587,01,,,,,,목포이로초등학교 정면100M,,,,,,
미래로21병원,종합병원,지역응급의료기관,광주,62045,광주,서구,광주광역시 서구 화운로 1 (화정동),G007,지역응급의료기관,미래로21병원,062-450-1000,062-450-1119,A1500014,A1500014,2,35.14102639112141,126.88528864095338,"내과,마취통증의학과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,치과,흉부외과",1,200,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,200,10,192,,3,10,68,,2,N,N,Y,N,N,N,N,N,N,Y,N,N,620,45,,,,,"미래로 21병원은 광주광역시 서구 화정동에 위치한 종합병원으로써, 
 200여개의 병상을 운영하고 있고, 일반외과, 정형외과, 소화기내과, 영상의학과, 신경과, 신경외과, 마취통증의학과, 
흉부외과, 심장내과, 소아청소년과, 신장내과, 응급의학과, 진단검사의학과, 치과, 24시간 응급실을 운영하고 있습니다.",,8,5,,,1230,0900
부민병원,종합병원,지역응급의료기관,서울서남,7590,서울,강서구,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",G007,지역응급의료기관,부민병원,1577-7582,02-2620-0119,A1100036,A1100036,3,37.556940892893586,126.85094950539181,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정형외과,진단검사의학과",1,300,1,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,231,10,221,,5,9,51,,4,,,,,,,,,,,,,075,90,,,,,,,13,5,,,,
부산광역시의료원,종합병원,지역응급의료기관,부산,47527,부산,연제구,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",G007,지역응급의료기관,부산광역시의료원,051-507-3000,051-607-2140,A1200024,A1200024,1,35.187312651309654,129.05917919433943,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과,피부과,흉부외과",1,543,1,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,,,555,20,467,,7,14,154,,3,Y,N,N,N1,N,N,Y,N,N,N,N,N,475,27,,,,,,3호선 종합운동장역 7번출구,,,,,,
부산성모병원(재단법인천주교부산교구유지재단),종합병원,지역응급의료기관,부산,48575,부산,남구,부산광역시 남구 용호로232번길 25-14 (용호동),G007,지역응급의료기관,부산성모병원(재단법인천주교부산교구유지재단),051-933-7114,051-933-7119,A1200013,A1200013,1,35.110457328247016,129.10919202844133,"가정의학과,구강내과,구강악안면방사선과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,소아청소년과,소아치과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보존과,치과보철과,치주과,핵의학과",1,395,1,1730,0840,1730,0840,1730,0840,1730,0840,1730,0840,1230,0840,401,19,374,17,8,11,86,5,6,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,485,75,,,,,,2호선 경성대 부경대역에서 하차 후/용호동 방면 버스 환승,8,2,,,,
부안성모병원,종합병원,지역응급의료기관,전북전주,56313,전북,부안군,전북특별자치도 부안군 부안읍 오정2길 24,G007,지역응급의료기관,부안성모병원,063-581-5100,063-580-8119,A2500010,A2500010,1,35.724815399252556,126.73452574138332,"내과,마취통증의학과,산부인과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과",1,272,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,275,12,266,,3,9,69,,3,N,N,N,N,N,N,N,N,N,N,N,Y,563,13,,,,,"혈액투석,봉합(24시간),치매검사,항문질환시술,유방암검사,인공관절수술,척추수술 등",부안시외버스 터미널 사거리 인근,9,9,,,,
비에스종합병원,종합병원,지역응급의료기관,경기서북,23037,인천,강화군,인천광역시 강화군 강화읍 충렬사로 31,G007,지역응급의료기관,비에스종합병원,032-290-0001,032-290-0119,A1403617,A1403617,1,37.7360530472,126.4857069547,"가정의학과,내과,비뇨기과,산부인과,신경과,신경외과,안과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,치과",1,266,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,7,128,1,1,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,230,37,,,,,"응급실 032-290-0119

비에스종합병원은  ‘지으신 손과 고치는 손이 함께 하여 이 땅에 에덴을 회복시킨다’는 미션을 내걸고 신경외과, 내과, 외과, 분만산부인과, 소아청소년과, 정형외과, 신경과, 비뇨의학과, 응급의학과, 영상의학과, 진단검사의학과, 마취통증의학과 등 12개 진료과를 갖추고 있습니다.",강화군보건소 전면부에 위치해 있음,,3,,,,
빛가람종합병원,종합병원,지역응급의료기관,광주,58323,전남,나주시,전라남도 나주시 정보화길 49-0 (빛가람동),G007,지역응급의료기관,빛가람종합병원,061-820-0820,061-820-0909,A2602211,A2602211,2,35.024204844204,126.798747430459,"가정의학과,내과,마취통증의학과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,정형외과,진단검사의학과",1,192,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,,9,20,,1,,,,,,,,,,,,,583,23,,,,,,,,,,,,
삼육부산병원,종합병원,지역응급의료기관,부산,49230,부산,서구,부산광역시 서구 대티로 170 (서대신동2가),G007,지역응급의료기관,삼육부산병원,051-242-9751,051-600-7750,A1200021,A1200021,4,35.11177720675051,129.01074979097717,"가정의학과,구강내과,구강병리과,구강악안면방사선과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,소아청소년과,소아치과,신경과,신경외과,안과,영상의학과,예방치과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과교정과,치과보존과,치과보철과,치주과,흉부외과",1,312,1,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,298,10,262,,3,2,21,,1,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,492,30,,,,,,1호선 서대신역 1번 출구,8,1,1730,0830,,
삼일병원,종합병원,지역응급의료기관,대구,42818,대구,달서구,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",G007,지역응급의료기관,삼일병원,053-659-3100,053-659-3119,A1300045,A1300045,4,35.8327479530047,128.5538551132049,"가정의학과,내과,마취통증의학과,산부인과,성형외과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정형외과,진단검사의학과",1,244,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,140,10,140,,2,12,21,,0,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,428,18,,,,,"전원문의 ER 당직번호010-8962-3119 응급실 053 659 -118~3119 /행정부장010-4484-2567
급성복증수술-24시간 가능.
신경과-어지럼증,치매진단, 
신경외과-뇌혈관센터-뇌혈관수술 24시간, 척추센터 운영
정형외과-골절 수술 가능, 
성형외과-안면열상, 안면골절 수술
응급의학과 전문의 5명 항시 진료.
순환기내과(심장)가능",서부정류장 부근 (구)삼일호텔 자리->상인네거리방향 100m,,,,,,
상무병원,종합병원,지역응급의료기관,광주,61948,광주,서구,광주광역시 서구 상무자유로 181-7 (치평동),G007,지역응급의료기관,상무병원,062-600-7000,062-600-7119,A1500022,A1500022,3,35.15242290709782,126.85391840686486,"내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,정형외과,진단검사의학과,흉부외과",1,202,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,202,10,202,,3,9,77,,2,N,N,N,N,N,N,N,N,N,N,N,Y,619,48,,,,,,,,,,,1300,0900
상주적십자병원,종합병원,지역응급의료기관,경북구미,37199,경북,상주시,경상북도 상주시 상서문로 53 (남성동),G007,지역응급의료기관,상주적십자병원,054-534-3501,054-530-3171,A2700011,A2700011,1,36.414640776098004,128.15560122041242,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,피부과",1,205,1,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1200,0800,205,10,197,,3,10,100,,2,N,N,Y,N,N,N,N,N,N,Y,N,Y,371,99,,,,,,,10,4,,,,
새통영병원,종합병원,지역응급의료기관,경남진주,53034,경남,통영시,경상남도 통영시 무전7길 192 (무전동),G007,지역응급의료기관,새통영병원,055-646-6000,055-640-4119,A2800092,A2800092,1,34.86535758722789,128.4206525557243,"내과,마취통증의학과,비뇨기과,산부인과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,정형외과,진단검사의학과",1,227,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,294,11,294,,3,9,76,,0,N,N,N,N,N,N,N,N,N,N,N,N,530,34,,,,,"유전자검사O,성장판검사O",롯데마트 후문방면,,,,,,
서산중앙병원,종합병원,지역응급의료기관,충남천안,32010,충남,서산시,충청남도 서산시 수석산업로 5 (수석동),G007,지역응급의료기관,서산중앙병원,041-661-1000,041-661-1195,A2400003,A2400003,1,36.78101237096687,126.50342177166652,"가정의학과,내과,마취통증의학과,산부인과,산업의학과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정형외과,진단검사의학과,치과",1,293,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,293,13,288,,3,12,52,,2,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,320,10,,,,,인공신장실,,19,5,,,,
서울산보람병원,종합병원,지역응급의료기관,울산,44948,울산,울주군,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",G007,지역응급의료기관,서울산보람병원,052-255-7114,052-255-7119,A1700001,A1700001,1,35.55991148325753,129.12071299840133,"가정의학과,내과,마취통증의학과,병리과,산부인과,소아청소년과,신경외과,영상의학과,외과,응급의학과,정형외과,치과보철과,치주과",1,213,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,218,10,218,,3,6,63,,3,N,N,N,N,N,N,Y,N,N,N,N,N,449,48,,,,,http://seoulsanboram.ilikedoctor.co.kr/images/con_sub02_img02.jpg,,,,,,,
서울성심병원,종합병원,지역응급의료기관,서울동북,2488,서울,동대문구,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",G007,지역응급의료기관,서울성심병원,02-966-1616,02-966-1616,A1100050,A1100050,3,37.58419129209865,127.04983805981972,"내과,마취통증의학과,병리과,산부인과,소아청소년과,신경과,영상의학과,외과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과교정과",1,246,1,1740,0900,1730,0900,1740,0900,1730,0900,1740,0900,1300,0900,224,6,213,,6,18,73,,3,N,N,N,N,N,N,N,N,N,N,N,N,024,88,,,,,,청량리역 3번 출구,8,5,,,,
서울적십자병원,종합병원,지역응급의료기관,서울서북,3181,서울,종로구,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",G007,지역응급의료기관,서울적십자병원,02-2002-8000,02-2002-8888,A1100029,A1100029,4,37.56715536263689,126.96699861289684,"가정의학과,내과,마취통증의학과,병리과,보건진료소,비뇨기과,산부인과,소아청소년과,신경과,안과,영상의학과,외과,응급의학과,이비인후과,정신건강의학과,정형외과,진단검사의학과,피부과",1,292,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,293,10,278,,6,11,96,,3,N,N,N,N,N,N,N,N,N,N,N,N,031,81,,,,,,서대문 사거리 지하철 5호선 서대문역 4번 출구 10미터,12,8,,,,
서울특별시동부병원,종합병원,지역응급의료기관,서울동북,2584,서울,동대문구,서울특별시 동대문구 무학로 124 (용두동),G007,지역응급의료기관,서울특별시동부병원,02-920-9114,02-920-9119,A1100022,A1100022,4,37.57539886464885,127.03140257525507,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,안과,영상의학과,외과,응급의학과,이비인후과,정신건강의학과,정형외과,진단검사의학과,치과",1,201,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,202,10,192,,3,8,35,,3,,,,,,,,,,,,,025,84,,,,,,제기동역 6번 출구,9,1,,,,
서울특별시서남병원,종합병원,지역응급의료기관,서울서남,8049,서울,양천구,서울특별시 양천구 신정이펜1로 20 (신정동),G007,지역응급의료기관,서울특별시서남병원,1566-6688,02-6300-9129,A1100223,A1100223,1,37.51201935883779,126.8331299304024,"가정의학과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,소아청소년과,신경과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과",1,250,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,330,10,252,,5,7,29,,2,N,N,N,N,N,N,N,N,N,N1,N,N,080,49,,,,,,신정이펜하우스 아파트 인근,15,5,,,,
성남중앙병원,종합병원,지역응급의료기관,경기동남,13161,경기,성남시,경기도 성남시 중원구 산성대로476번길 12 (금광동),G007,지역응급의료기관,성남중앙병원,031-743-3000,031-799-5599,A2100011,A2100011,6,37.4528032109466,127.16209535008764,"가정의학과,구강내과,구강병리과,구강악안면방사선과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,소아청소년과,소아치과,신경과,신경외과,영상의학과,예방치과,외과,응급의학과,이비인후과,정형외과,치과보존과,치과보철과,치주과",1,200,1,1700,0845,1700,0845,1700,0845,1700,0845,1700,0845,1230,0845,200,10,188,,4,8,128,,2,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,131,61,,,,,,,12,,,,,
세란병원,종합병원,지역응급의료기관,서울서북,3030,서울,종로구,서울특별시 종로구 통일로 256 (무악동),G007,지역응급의료기관,세란병원,02-737-0181,02-737-0181,A1100032,A1100032,5,37.57534016994642,126.9577071892358,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,치과",1,204,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,218,10,213,,5,7,12,,7,,,,,,,,,,,,,030,30,,,,,,독립문역 1번 출구,,,,,,
순천의료재단성남정병원,종합병원,지역응급의료기관,경기동남,13316,경기,성남시,"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",G007,지역응급의료기관,순천의료재단성남정병원,031-750-6000,031-750-6003,A2100016,A2100016,8,37.43962497395649,127.12863916535001,"내과,마취통증의학과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과",1,243,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,177,12,257,,4,8,40,,4,N,N,Y,N,N,N,Y,N,N,Y,N,Y,133,16,,,,,,태평역 3번출구,10,,,,,
순천제일병원,종합병원,지역응급의료기관,전남순천,57968,전남,순천시,전라남도 순천시 기적의도서관1길 3 (조례동),G007,지역응급의료기관,순천제일병원,061-720-3413,061-720-3800,A2600008,A2600008,3,34.95422459893048,127.52385648056844,"내과,마취통증의학과,산부인과,영상의학과,예방의학과,외과,응급의학과,정형외과,조산원,진단검사의학과",1,200,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,200,10,200,,2,10,29,,2,N,N,N,N,N,N,N,N,N,N,N,N,579,68,,,,,,,,,,,,
순천중앙병원,종합병원,지역응급의료기관,전남순천,57956,전남,순천시,전라남도 순천시 장명로 5 (장천동),G007,지역응급의료기관,순천중앙병원,061-743-9021,061-749-5119,A2600004,A2600004,4,34.95165645129011,127.4844113418781,"내과,마취통증의학과,소아청소년과,신경과,영상의학과,외과,정형외과,진단검사의학과",1,200,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,200,10,200,,2,4,68,,2,,,,,,,,,,,,,579,56,,,,,,,,,,,,
신가병원,종합병원,지역응급의료기관,광주,62316,광주,광산구,광주광역시 광산구 목련로 316 (신가동),G007,지역응급의료기관,신가병원,062-610-8702,062-610-8119,A1500006,A1500006,7,35.177619444444446,126.829800000000006,"내과,마취통증의학과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과",1,203,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1230,0900,213,10,213,,3,8,71,,3,,,,,,,,,,,,,623,16,,,,,"영유아,만성질환자접종",,,,,,1300,0900
안성성모병원,종합병원,지역응급의료기관,충남천안,17592,경기,안성시,경기도 안성시 시장길 58 (서인동),G007,지역응급의료기관,안성성모병원,031-675-6007,031-675-8275,A2100305,A2100305,2,37.00610345894585,127.2708442991513,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,조산원,진단검사의학과",1,208,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,,6,49,,2,,,,,,,,,,,,,175,92,,,,,"산과 진료불가, 분만불가",,,8,,,,
에스포항병원,종합병원,지역응급의료기관,경북포항,37659,경북,포항시,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",G007,지역응급의료기관,에스포항병원,054-289-9000,054-289-9120,A2700008,A2700008,2,36.0348228983,129.3314002552,"내과,마취통증의학과,산부인과,신경과,신경외과,영상의학과,외과,재활의학과,정형외과,진단검사의학과",1,254,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,211,7,199,,4,6,66,,0,,,,,,,,,,,,,376,59,,,,,"제3주기 뇌혈관 전문병원(보건복지부 지정)
제2주기 인증의료기관(보건복지부 지정)",경북 포항시 남구 희망대로 352,11,1,,,,
여수전남병원,종합병원,지역응급의료기관,전남순천,59718,전남,여수시,"전라남도 여수시 좌수영로 49 (광무동, 전남병원)",G007,지역응급의료기관,여수전남병원,061-640-7575,061-640-7118,A2600010,A2600010,1,34.74501919502327,127.72808408876027,"가정의학과,결핵과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,정신건강의학과,정형외과,조산원,피부과",1,283,1,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,283,11,272,,4,8,80,,4,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,597,18,,,,,,여수시민회관에서 한재4거리 방향으로 10M,11,1,,,,
연세에스병원,종합병원,지역응급의료기관,경남창원,51659,경남,창원시,경상남도 창원시 진해구 해원로32번길 13 (이동),G007,지역응급의료기관,연세에스병원,055-548-7700,055-548-7789,A2800021,A2800021,3,35.1547321003,128.6983352518,"가정의학과,내과,마취통증의학과,병리과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과",1,274,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,291,10,282,,3,8,122,,3,N,N,N,N1,N,N1,N1,N,N,N,N,N,516,59,,,,,구)진해연세병원에서 명칭 변경함(18.4.9),,10,5,,,,
영광종합병원,종합병원,지역응급의료기관,광주,57035,전남,영광군,"전라남도 영광군 영광읍 와룡로 3,",G007,지역응급의료기관,영광종합병원,061-350-8000,061-350-8129,A2600015,A2600015,1,35.2841836238628,126.498940298383,"내과,마취통증의학과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,치과",1,282,1,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1300,0830,269,10,286,,3,9,84,,2,N,N,N,N,N,N,N,N,N,Y,N,Y,570,35,,,,,,"서울약국 근처, 종합병원 삼거리 인근",7,2,,,1300,0830
영남대학교의과대학부속영천병원,종합병원,지역응급의료기관,대구,38840,경북,영천시,경상북도 영천시 오수1길 10 (오수동),G007,지역응급의료기관,영남대학교의과대학부속영천병원,0543389000,054-330-7575,A2700017,A2700017,1,35.957320739100794,128.91305328332228,"가정의학과,내과,마취통증의학과,비뇨기과,성형외과,소아청소년과,신경과,신경외과,영상의학과,외과,정형외과",1,200,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,200,13,190,,4,10,29,,4,N,N,N,N,N,N,N,N,N,Y,Y,N,388,40,,,,,,,10,4,,,,
영도병원,종합병원,지역응급의료기관,부산,49036,부산,영도구,부산광역시 영도구 태종로 85 (대교동2가),G007,지역응급의료기관,영도병원,051-414-8101,051-419-7575,A1200014,A1200014,1,35.09227119620571,129.04053714557975,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,정형외과,조산원,치주과",1,227,1,1730,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,222,10,213,,3,9,47,,1,N,N,N,N,N,N,N,N,N,Y,N,Y,490,36,,,,,,버스정류장 : 부산영도우체국,9,2,,,,
영주적십자병원,종합병원,지역응급의료기관,경북안동,36058,경북,영주시,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",G007,지역응급의료기관,영주적십자병원,054-630-0100,054-630-0112,A2702752,A2702752,3,36.8252579707,128.6040034927,"내과,마취통증의학과,비뇨기과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과",1,152,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,,11,89,,2,,,,,,,,,,,,,360,58,,,,,~200514 07:30분까지 병원 방역작업으로 전병원 진료 중단,,,7,,,,
온누리병원,종합병원,지역응급의료기관,인천,22616,인천,서구,인천광역시 서구 완정로 199 (왕길동),G007,지역응급의료기관,온누리병원,032-567-6200,032-568-9112,A1400005,A1400005,4,37.60280557009656,126.65430866269227,"가정의학과,내과,마취통증의학과,산부인과,성형외과,소아청소년과,신경과,신경외과,영상의학과,예방의학과,외과,응급의학과,정형외과,조산원,진단검사의학과",1,195,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,195,13,195,,4,6,40,,0,N,N,Y,N,N,Y,Y,N,N,N,N,Y,226,16,,,,,"병상수 : 200(일반200) / 특수구급차1,일반구급차2대운영
응급실 13병상",검단사거리 강화방향 왕길119안전센터 인근,,,,,,
운암한국병원,종합병원,지역응급의료기관,광주,61266,광주,북구,광주광역시 북구 북문대로 191 (운암동),G007,지역응급의료기관,운암한국병원,062-608-8000,062-608-8119,A1500010,A1500010,5,35.18513334103592,126.86956982285518,"내과,마취통증의학과,비뇨기과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과,치과",1,217,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,197,10,217,,3,9,46,,3,N,N,N,N,N,N,N,N,N,N,N,N,612,66,,,,,,,,0,,,,
의)근원의료재단경산중앙병원,종합병원,지역응급의료기관,대구,38646,경북,경산시,경상북도 경산시 경안로 11 (백천동),G007,지역응급의료기관,의)근원의료재단경산중앙병원,053-715-0100,053-715-0119,A2700019,A2700019,1,35.80882731345708,128.7401572913474,"가정의학과,내과,마취통증의학과,보건진료소,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,정신건강의학과,정형외과,진단검사의학과,치주과",1,420,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,420,12,250,,4,10,96,,3,,,,,,,,,,,,,386,46,,,,,,,11,4,,,,
